# ./graphs/geo_normal/test_16.txt
# mu = 0.001, s = 0.1, trials requested = 100, runtime = 0:08:01
# "Time"	"Actual trials"	"Mean mutation"	"Average mean mutation"	"Average mutation variance"
0	100	0	0	0	
1	100	0	0.00118	0.00117636	
2	100	0.001	0.00238	0.00236624	
3	100	0.001	0.00429	0.00425205	
4	100	0.001	0.00557	0.00552219	
5	100	0.001	0.00723	0.00713065	
6	100	0.001	0.00839	0.00831121	
7	100	0.001	0.01056	0.0104146	
8	100	0.001	0.01323	0.0129879	
9	100	0.002	0.01596	0.0155315	
10	100	0.003	0.0187	0.0181124	
11	100	0.001	0.02087	0.0201069	
12	100	0.002	0.02329	0.0223847	
13	100	0.001	0.02632	0.0250527	
14	100	0.004	0.02877	0.0273442	
15	100	0.005	0.0319	0.0303228	
16	100	0.006	0.03506	0.0331203	
17	100	0.01	0.03875	0.0364448	
18	100	0.012	0.04156	0.0388093	
19	100	0.016	0.04576	0.0430546	
20	100	0.027	0.05001	0.0473672	
21	100	0.018	0.05574	0.0531085	
22	100	0.023	0.0622	0.0588869	
23	100	0.027	0.06843	0.0645203	
24	100	0.031	0.0769	0.0722417	
25	100	0.043	0.08665	0.0813507	
26	100	0.054	0.09684	0.0900052	
27	100	0.056	0.10531	0.0968218	
28	100	0.073	0.11663	0.105623	
29	100	0.076	0.12574	0.112116	
30	100	0.08	0.14076	0.122614	
31	100	0.088	0.15346	0.132074	
32	100	0.099	0.16824	0.142395	
33	100	0.096	0.18245	0.151333	
34	100	0.112	0.19645	0.159321	
35	100	0.107	0.212	0.168031	
36	100	0.12	0.22722	0.177001	
37	100	0.131	0.24598	0.188287	
38	100	0.15	0.2629	0.197255	
39	100	0.125	0.27777	0.207725	
40	100	0.145	0.29807	0.215673	
41	100	0.198	0.325	0.226983	
42	100	0.21	0.34603	0.238814	
43	100	0.21	0.36633	0.244524	
44	100	0.239	0.39122	0.254412	
45	100	0.235	0.41556	0.259137	
46	100	0.237	0.43847	0.264253	
47	100	0.294	0.46305	0.27158	
48	100	0.3	0.48239	0.275405	
49	100	0.283	0.50647	0.28218	
50	100	0.292	0.5343	0.288363	
51	100	0.314	0.561	0.293886	
52	100	0.314	0.58656	0.295643	
53	100	0.342	0.61173	0.301145	
54	100	0.402	0.6391	0.302694	
55	100	0.469	0.6675	0.302702	
56	100	0.507	0.69675	0.303444	
57	100	0.494	0.72844	0.30693	
58	100	0.511	0.75757	0.305305	
59	100	0.517	0.78788	0.30389	
60	100	0.526	0.8167	0.303017	
61	100	0.55	0.84462	0.304557	
62	100	0.546	0.87042	0.307624	
63	100	0.58	0.89683	0.307877	
64	100	0.625	0.92399	0.307694	
65	100	0.735	0.95096	0.307496	
66	100	0.809	0.97832	0.30835	
67	100	0.882	1.01084	0.306964	
68	100	0.932	1.04184	0.303335	
69	100	0.944	1.0676	0.304364	
70	100	0.998	1.09863	0.301063	
71	100	1.053	1.12645	0.296728	
72	100	1.037	1.15345	0.295565	
73	100	1.054	1.18121	0.295102	
74	100	1.153	1.20923	0.294007	
75	100	1.185	1.23344	0.28986	
76	100	1.208	1.26033	0.28447	
77	100	1.252	1.28603	0.281721	
78	100	1.337	1.31248	0.283035	
79	100	1.414	1.33557	0.284029	
80	100	1.42	1.36464	0.283423	
81	100	1.509	1.38901	0.282022	
82	100	1.544	1.4123	0.27831	
83	100	1.624	1.43696	0.280496	
84	100	1.672	1.46206	0.279774	
85	100	1.691	1.48564	0.282546	
86	100	1.742	1.51089	0.280874	
87	100	1.766	1.53898	0.282828	
88	100	1.792	1.56371	0.284465	
89	100	1.834	1.59261	0.286188	
90	100	1.825	1.6153	0.285353	
91	100	1.843	1.64121	0.287943	
92	100	1.839	1.6691	0.291781	
93	100	1.843	1.69701	0.292858	
94	100	1.867	1.7245	0.296178	
95	100	1.89	1.75011	0.299397	
96	100	1.894	1.78239	0.301235	
97	100	1.908	1.81036	0.301237	
98	100	1.937	1.838	0.300099	
99	100	1.948	1.86097	0.302285	
100	100	1.956	1.8899	0.30425	
101	100	1.98	1.91533	0.303496	
102	100	2.015	1.94562	0.300998	
103	100	2.025	1.97293	0.30005	
104	100	2.06	2.00014	0.300091	
105	100	2.072	2.02839	0.299462	
106	100	2.082	2.05686	0.300076	
107	100	2.113	2.08604	0.300986	
108	100	2.101	2.11031	0.302516	
109	100	2.122	2.14417	0.303837	
110	100	2.142	2.1685	0.303223	
111	100	2.163	2.19575	0.300669	
112	100	2.166	2.22706	0.300242	
113	100	2.214	2.25554	0.299804	
114	100	2.253	2.28186	0.300589	
115	100	2.245	2.3099	0.299388	
116	100	2.284	2.33774	0.297318	
117	100	2.315	2.35842	0.296882	
118	100	2.324	2.38483	0.297927	
119	100	2.381	2.41331	0.299958	
120	100	2.354	2.44137	0.301392	
121	100	2.37	2.46688	0.303459	
122	100	2.37	2.49781	0.304216	
123	100	2.388	2.52706	0.305703	
124	100	2.403	2.55431	0.302321	
125	100	2.386	2.57711	0.305258	
126	100	2.402	2.60423	0.303557	
127	100	2.414	2.62817	0.303964	
128	100	2.403	2.65802	0.304141	
129	100	2.438	2.68616	0.304012	
130	100	2.445	2.71543	0.307286	
131	100	2.464	2.75105	0.308444	
132	100	2.474	2.77975	0.307793	
133	100	2.511	2.80601	0.306515	
134	100	2.551	2.83621	0.308658	
135	100	2.585	2.8627	0.306266	
136	100	2.602	2.89015	0.305095	
137	100	2.637	2.91629	0.305091	
138	100	2.655	2.9439	0.306533	
139	100	2.662	2.97189	0.305088	
140	100	2.706	3.00178	0.304665	
