# ./graphs/geo_more/geo_15_edges.txt
# mu = 0.001, s = 0.1, trials requested = 100, runtime = 2:02:13
# "Time"	"Actual trials"	"Mean mutation"	"Average mean mutation"	"Average mutation variance"
0	100	0	0	0	
1	100	0.001	0.00133	0.00132585	
2	100	0.002	0.00266	0.00264518	
3	100	0.001	0.00371	0.00368033	
4	100	0.002	0.00546	0.00544398	
5	100	0.002	0.007	0.0069425	
6	100	0.001	0.00918	0.00912016	
7	100	0.004	0.01019	0.0100369	
8	100	0.008	0.01184	0.0117052	
9	100	0.014	0.01328	0.0132591	
10	100	0.014	0.01478	0.0146362	
11	100	0.02	0.01612	0.015881	
12	100	0.013	0.01827	0.0179331	
13	100	0.018	0.02016	0.0196672	
14	100	0.014	0.02278	0.0223031	
15	100	0.02	0.02584	0.0251601	
16	100	0.033	0.02778	0.0268211	
17	100	0.034	0.03098	0.0297583	
18	100	0.035	0.03286	0.0314054	
19	100	0.039	0.0362	0.0346898	
20	100	0.044	0.03979	0.0381453	
21	100	0.063	0.04496	0.0432369	
22	100	0.073	0.04856	0.0466491	
23	100	0.077	0.05153	0.0495618	
24	100	0.098	0.05439	0.052463	
25	100	0.108	0.05814	0.0567269	
26	100	0.123	0.06252	0.0612907	
27	100	0.149	0.06616	0.0641841	
28	100	0.16	0.07048	0.0682973	
29	100	0.157	0.07523	0.0725618	
30	100	0.128	0.07921	0.0765361	
31	100	0.143	0.08301	0.0800505	
32	100	0.167	0.0879	0.0841319	
33	100	0.184	0.09359	0.0895145	
34	100	0.188	0.09923	0.0946844	
35	100	0.218	0.1046	0.0992863	
36	100	0.255	0.10993	0.104345	
37	100	0.256	0.11583	0.108262	
38	100	0.278	0.12262	0.113723	
39	100	0.296	0.12759	0.117092	
40	100	0.272	0.13282	0.120914	
41	100	0.307	0.14026	0.127044	
42	100	0.318	0.14672	0.133034	
43	100	0.34	0.15105	0.137111	
44	100	0.366	0.1576	0.142177	
45	100	0.357	0.16553	0.148388	
46	100	0.347	0.17472	0.155348	
47	100	0.38	0.18287	0.161045	
48	100	0.407	0.18971	0.167605	
49	100	0.43	0.19862	0.176036	
50	100	0.464	0.20722	0.181863	
51	100	0.438	0.21445	0.18674	
52	100	0.474	0.22459	0.19373	
53	100	0.47	0.23807	0.203963	
54	100	0.483	0.24743	0.210939	
55	100	0.502	0.25865	0.21823	
56	100	0.548	0.26834	0.223694	
57	100	0.58	0.27788	0.231633	
58	100	0.546	0.29007	0.240018	
59	100	0.533	0.30315	0.251465	
60	100	0.546	0.31431	0.258112	
61	100	0.577	0.32475	0.265417	
62	100	0.613	0.33955	0.274738	
63	100	0.643	0.35271	0.283672	
64	100	0.639	0.36491	0.288655	
65	100	0.629	0.38082	0.297407	
66	100	0.65	0.3967	0.305851	
67	100	0.663	0.41258	0.313029	
68	100	0.623	0.42632	0.320686	
69	100	0.646	0.43935	0.325838	
70	100	0.659	0.45382	0.331012	
71	100	0.682	0.46847	0.339809	
72	100	0.701	0.48247	0.345691	
73	100	0.732	0.49986	0.352873	
74	100	0.762	0.51433	0.359158	
75	100	0.798	0.52867	0.365779	
76	100	0.811	0.54241	0.368706	
77	100	0.818	0.55596	0.375362	
78	100	0.809	0.57144	0.379892	
79	100	0.844	0.58552	0.385691	
80	100	0.842	0.6046	0.392938	
81	100	0.863	0.62091	0.397313	
82	100	0.881	0.63588	0.40204	
83	100	0.947	0.65368	0.408546	
84	100	0.978	0.66956	0.415388	
85	100	1.013	0.68629	0.421058	
86	100	1.069	0.70725	0.426436	
87	100	1.089	0.7265	0.429989	
88	100	1.13	0.74573	0.436799	
89	100	1.179	0.76148	0.444489	
90	100	1.178	0.78093	0.45423	
91	100	1.186	0.80122	0.460072	
92	100	1.19	0.82039	0.469332	
