File,Mutation Rate,Fixation Success Rate,T_final,ConnectivityIndex
3_regular_21.txt,0.01,0.943584623065402,0.4653905641926277,2.0
3_regular_21.txt,0.01,0.8836744882675986,0.4751095106148894,2.0
pa_15.txt,0.01,0.9485771342985522,0.7128490791844795,15.0
pa_15.txt,0.01,0.9535696455317024,0.6795615651933178,15.0
4_regular_25.txt,0.01,0.9985022466300548,0.5990742596132108,2.0
4_regular_25.txt,0.01,0.8936595107338992,0.5679522682215176,2.0
3_regular_20.txt,0.01,0.8637044433349975,0.4698975746779939,2.0
3_regular_20.txt,0.01,0.928607089365951,0.4616682504800934,2.0
10_regular_47.txt,0.01,0.9335996005991014,0.7829414875311616,7.0
10_regular_47.txt,0.01,1.053419870194708,0.8299179489187087,7.0
6_regular_41.txt,0.01,0.8686969545681478,0.7020213803608952,3.0
6_regular_41.txt,0.01,0.9885172241637544,0.6916448544078064,3.0
10_regular_12.txt,0.01,1.018472291562656,0.8515395345610173,10.0
10_regular_12.txt,0.01,0.9985022466300548,0.8958531019619442,10.0
3_regular_30.txt,0.01,0.9735396904643036,0.390853970249319,2.0
3_regular_30.txt,0.01,0.928607089365951,0.3679723065998658,2.0
3_regular_39.txt,0.01,1.0134797803295057,0.2859986018531578,1.0
3_regular_39.txt,0.01,1.0783824263604591,0.3147432177081927,1.0
10_regular_17.txt,0.01,1.0683974038941588,0.8526027622642889,10.0
10_regular_17.txt,0.01,1.1532700948577137,0.8224467087071835,10.0
6_regular_21.txt,0.01,1.0983524712930604,0.7380479143687719,3.0
6_regular_21.txt,0.01,0.8836744882675986,0.718603336117026,3.0
10_regular_41.txt,0.01,1.0584123814278583,0.817858915253405,9.0
10_regular_41.txt,0.01,0.9485771342985522,0.8196440842092684,9.0
6_regular_37.txt,0.01,0.9885172241637544,0.7061155555824713,3.0
6_regular_37.txt,0.01,1.0234648027958064,0.6927687936056659,3.0
4_regular_26.txt,0.01,0.9535696455317024,0.6062179432187152,2.0
4_regular_26.txt,0.01,1.0084872690963556,0.6136276919352462,2.0
4_regular_47.txt,0.01,0.9335996005991014,0.4418337959585816,2.0
4_regular_47.txt,0.01,1.2281577633549676,0.4348957022034482,2.0
bn_6.txt,0.01,1.0883674488267598,0.7860146353959511,5.0
bn_6.txt,0.01,1.0484273589615578,0.8419410335378071,5.0
geo_9.txt,0.01,1.1033449825262107,0.5828133806028993,
geo_9.txt,0.01,0.983524712930604,0.4986096470502708,
10_regular_10.txt,0.01,1.018472291562656,0.9011359201165482,10.0
10_regular_10.txt,0.01,0.983524712930604,0.9346441576035224,10.0
6_regular_30.txt,0.01,0.8686969545681478,0.7469486169679478,3.0
6_regular_30.txt,0.01,0.9585621567648528,0.7488363318160288,3.0
3_regular_43.txt,0.01,1.1382925611582626,0.2494472316118266,2.0
3_regular_43.txt,0.01,1.0584123814278583,0.2291904389831591,2.0
10_regular_49.txt,0.01,1.0234648027958064,0.8072056962956424,5.0
10_regular_49.txt,0.01,1.018472291562656,0.8000536929790855,5.0
4_regular_29.txt,0.01,1.0134797803295057,0.6092374514222265,2.0
4_regular_29.txt,0.01,0.8936595107338992,0.5863340239468563,2.0
4_regular_6.txt,0.01,1.073389915127309,0.6992028796478698,4.0
4_regular_6.txt,0.01,0.983524712930604,0.6957648712111492,4.0
6_regular_49.txt,0.01,1.1582626060908636,0.6464526547047286,2.0
6_regular_49.txt,0.01,0.9935097353969048,0.6315543946029244,2.0
6_regular_6.txt,0.01,0.8836744882675986,0.7860729262175719,6.0
6_regular_6.txt,0.01,0.8187718422366451,0.8378120329386065,6.0
4_regular_38.txt,0.01,0.928607089365951,0.4824351889971802,2.0
4_regular_38.txt,0.01,1.018472291562656,0.4988619115820819,2.0
pa_11.txt,0.01,0.9685471792311532,0.6902506671086924,11.0
pa_11.txt,0.01,1.1882176734897656,0.65890272003029,11.0
3_regular_8.txt,0.01,0.853719420868697,0.5610678161030161,2.0
3_regular_8.txt,0.01,0.9136295556665004,0.568108621029885,2.0
10_regular_16.txt,0.01,1.1532700948577137,0.8782048626541233,10.0
10_regular_16.txt,0.01,0.9785322016974538,0.9114879337705892,10.0
10_regular_26.txt,0.01,1.0434348477284074,0.8539937816320103,9.0
10_regular_26.txt,0.01,0.8587119321018473,0.8968039857399424,9.0
10_regular_24.txt,0.01,0.943584623065402,0.8916057780173815,9.0
10_regular_24.txt,0.01,0.8487269096355468,0.8594958240267734,9.0
sw_4.txt,0.01,0.8886669995007489,0.8255344268794992,7.0
sw_4.txt,0.01,0.9785322016974538,0.8055952837456428,7.0
bn_1.txt,0.01,1.033449825262107,0.7602755915780414,2.0
bn_1.txt,0.01,1.0933599600599102,0.7714644188127638,2.0
6_regular_42.txt,0.01,0.9685471792311532,0.6763586660962504,3.0
6_regular_42.txt,0.01,1.128307538691962,0.6326784343197289,3.0
3_regular_16.txt,0.01,1.0284573140289566,0.481376566273765,2.0
3_regular_16.txt,0.01,1.018472291562656,0.5101134225838911,2.0
pa_3.txt,0.01,1.0983524712930604,0.3745354309209469,3.0
pa_3.txt,0.01,1.0833749375936097,0.3941505320003042,3.0
4_regular_20.txt,0.01,0.798801797304044,0.6158567906646929,2.0
